z404	7%
0	2373
0.0139	2294.211
0.0278	2377.671
0.0417	2299.748
0.0556	2359.781
0.0694	2363.008
0.0833	2420.574
0.0972	2358.857
0.1111	2320.694
0.125	2316.458
0.1389	2325.821
0.1528	2365.364
0.1667	2391.747
0.1806	2304.671
0.1944	2314.594
0.2083	2402.145
0.2222	2401.868
0.2361	2361.062
0.25	2330.072
0.2639	2396.257
0.2778	2383.489
0.2917	2369.051
0.3056	2362.858
0.3194	2334.152
0.3333	2401.831
0.3472	2383.336
0.3611	2283.212
0.375	2267.993
0.3889	2298.513
0.4028	2315.929
0.4167	2363.828
0.4306	2431.801
0.4444	2435.193
0.4583	2408.707
0.4722	2368.4
0.4861	2392.299
0.5	2459.698
0.5139	2350.622
0.5278	2375.23
0.5417	2451.434
0.5556	2298.84
0.5694	2345.602
0.5833	2344.592
0.5972	2250.518
0.6111	2390.227
0.625	2306.46
0.6389	2343.68
0.6528	2371.829
0.6667	2463.714
0.6806	2337.303
0.6944	2312.016
0.7083	2350.733
0.7222	2346.052
0.7361	2514.243
0.75	2380.089
0.7639	2411.993
0.7778	2325.96
0.7917	2337.689
0.8056	2388.654
0.8194	2342.255
0.8333	2432.812
0.8472	2394.438
0.8611	2346.889
0.875	2375.121
0.8889	2419.185
0.9028	2442.515
0.9167	2429.387
0.9306	2359.345
0.9444	2308.74
0.9583	2334.313
0.9722	2404.42
0.9861	2380.962
1	2276.996
1.0139	2262.84
1.0278	2274.667
1.0417	2312.133
1.0556	2380.029
1.0694	2296.125
1.0833	2273.174
1.0972	2323.791
1.1111	2433.723
1.125	2380.491
1.1389	2363.6
1.1528	2315.766
1.1667	2377.252
1.1806	2357.5
1.1944	2341.077
1.2083	2460.608
1.2222	2417.241
1.2361	2380.896
1.25	2371.042
1.2639	2326.742
1.2778	2375.511
1.2917	2376.26
1.3056	2329.472
1.3194	2381.078
1.3333	2410.155
1.3472	2367.153
1.3611	2384.294
1.375	2329.101
1.3889	2348.569
1.4028	2264.562
1.4167	2296.199
1.4306	2300.969
1.4444	2297.064
1.4583	2347.59
1.4722	2329.144
1.4861	2372.504
1.5	2349.891
1.5139	2324.257
1.5278	2377.771
1.5417	2372.214
1.5556	2340.401
1.5694	2391.973
1.5833	2369.639
1.5972	2329.55
1.6111	2364.198
1.625	2345.915
1.6389	2356.958
1.6528	2328.154
1.6667	2356.131
1.6806	2404.17
1.6944	2370.8
1.7083	2340.103
1.7222	2358.674
1.7361	2432.604
1.75	2343.506
1.7639	2370.761
1.7778	2346.743
1.7917	2283.096
1.8056	2344.742
1.8194	2439.951
1.8333	2359.861
1.8472	2285.464
1.8611	2313.02
1.875	2400.736
1.8889	2334.287
1.9028	2407.004
1.9167	2338.284
1.9306	2461.229
1.9444	2298.129
1.9583	2343.377
1.9722	2314.081
1.9861	2328.977
2	2373.202
2.0139	2386.746
2.0278	2355.17
2.0417	2284.694
2.0556	2268.027
2.0694	2293.158
2.0833	2333.846
2.0972	2324.458
2.1111	2304.783
2.125	2303.342
2.1389	2331.935
2.1528	2340.413
2.1667	2305.341
2.1806	2323.452
2.1944	2271.471
2.2083	2284.515
2.2222	2348.071
2.2361	2352.994
2.25	2352.332
2.2639	2336.686
2.2778	2400.583
2.2917	2374.494
2.3056	2296.245
2.3194	2283.858
2.3333	2306.875
2.3472	2363.94
2.3611	2351.149
2.375	2309.79
2.3889	2356.561
2.4028	2312.583
2.4167	2429.264
2.4306	2341.984
2.4444	2283.068
2.4583	2326.006
2.4722	2324.812
2.4861	2354.113
2.5	2426.982
2.5139	2368.523
2.5278	2306.475
2.5417	2418.132
2.5556	2428.558
2.5694	2352.076
2.5833	2303.709
2.5972	2343.483
2.6111	2314.332
2.625	2383.652
2.6389	2429.004
2.6528	2337.206
2.6667	2338.768
2.6806	2366.954
2.6944	2347.708
2.7083	2371.998
2.7222	2382.957
2.7361	2366.723
2.75	2352.237
2.7639	2383.881
2.7778	2354.072
2.7917	2382.879
2.8056	2432.172
2.8194	2375.921
2.8333	2344.788
2.8472	2311.705
2.8611	2324.954
2.875	2391.688
2.8889	2387.471
2.9028	2369.292
2.9167	2426.261
2.9306	2363.181
2.9444	2370.314
2.9583	2402.048
2.9722	2378.665
2.9861	2298.333
3	2349.179
3.0139	2317.206
3.0278	2292.361
3.0417	2355.45
3.0556	2338.978
3.0694	2275.262
3.0833	2279.281
3.0972	2338
3.1111	2368.122
3.125	2322.69
3.1389	2404.203
3.1528	2239.536
3.1667	2298.667
3.1806	2279.623
3.1944	2337.35
3.2083	2345.741
3.2222	2380.925
3.2361	2445.464
3.25	2344.593
3.2639	2330.454
3.2778	2319.964
3.2917	2344.013
3.3056	2292.589
3.3194	2367.167
3.3333	2398.08
3.3472	2342.158
3.3611	2331.027
3.375	2313.573
3.3889	2242.2
3.4028	2217.632
3.4167	2323.269
3.4306	2365.278
3.4444	2332.86
3.4583	2331.057
3.4722	2388.21
3.4861	2409.207
3.5	2345.365
3.5139	2300.705
3.5278	2323.618
3.5417	2351.117
3.5556	2379.736
3.5694	2404.791
3.5833	2395.268
3.5972	2304.588
3.6111	2264.618
3.625	2211.47
3.6389	2301.958
3.6528	2343.877
3.6667	2291.643
3.6806	2350.459
3.6944	2375.681
3.7083	2336.35
3.7222	2327.631
3.7361	2404.298
3.75	2316.144
3.7639	2287.095
3.7778	2411.497
3.7917	2340.112
3.8056	2277.263
3.8194	2343.303
3.8333	2274.964
3.8472	2324.887
3.8611	2323.213
3.875	2416.02
3.8889	2468.779
3.9028	2313.865
3.9167	2365.899
3.9306	2268.106
3.9444	2371.929
3.9583	2301.416
3.9722	2303.683
3.9861	2356.219
4	2308.345
4.0139	2320.007
4.0278	2297.367
4.0417	2289.161
4.0556	2338.402
4.0694	2344.796
4.0833	2348.643
4.0972	2353.476
4.1111	2362.358
4.125	2319.264
4.1389	2294.08
4.1528	2282.825
4.1667	2276.558
4.1806	2325.056
4.1944	2296.835
4.2083	2280.408
4.2222	2259.029
4.2361	2325.246
4.25	2346.345
4.2639	2369.099
4.2778	2331.636
4.2917	2297.178
4.3056	2285.314
4.3194	2260.555
4.3333	2277.772
4.3472	2326.996
4.3611	2318.944
4.375	2264.656
4.3889	2290.985
4.4028	2354.946
4.4167	2197.975
4.4306	2342.499
4.4444	2406.613
4.4583	2308.496
4.4722	2264.696
4.4861	2333.892
4.5	2358.671
4.5139	2307.746
4.5278	2326.412
4.5417	2292.355
4.5556	2325.298
4.5694	2300.749
4.5833	2391.02
4.5972	2350.303
4.6111	2243.365
4.625	2236.2
4.6389	2280.101
4.6528	2290.032
4.6667	2326.442
4.6806	2347.038
4.6944	2319.521
4.7083	2321.455
4.7222	2327.324
4.7361	2331.328
4.75	2337.073
4.7639	2285.028
4.7778	2222.368
4.7917	2202.995
4.8056	2238.556
4.8194	2236.498
4.8333	2255.984
4.8472	2308.138
4.8611	2286.184
4.875	2193.232
4.8889	2238.012
4.9028	2222.961
4.9167	2277.68
4.9306	2223.029
4.9444	2212.101
4.9583	2206.183
4.9722	2251.035
4.9861	2192.903
5	2313.917
5.0139	2246.164
5.0278	2210.94
5.0417	2199.369
5.0556	2252.079
5.0694	2308.708
5.0833	2247.458
5.0972	2246.838
5.1111	2271.517
5.125	2163.478
5.1389	2193.998
5.1528	2221.651
5.1667	2154.721
5.1806	2162.114
5.1944	2130.696
5.2083	2209.709
5.2222	2180.688
5.2361	2132.201
5.25	2151.684
5.2639	2098.758
5.2778	2158.495
5.2917	2205.65
5.3056	2186.72
5.3194	2177.152
5.3333	2152.069
5.3472	2163.307
5.3611	2164.402
5.375	2157.777
5.3889	2157.854
5.4028	2137.583
5.4167	2126.312
5.4306	2120.725
5.4444	2087
5.4583	2163.988
5.4722	2158.194
5.4861	2116.489
5.5	2101.455
5.5139	2077.542
5.5278	2179.171
5.5417	2039.421
5.5556	2072.185
5.5694	2151.09
5.5833	2121.456
5.5972	2078.766
5.6111	2060.702
5.625	1966.548
5.6389	2002.891
5.6528	2049.848
5.6667	2039.161
5.6806	2005.798
5.6944	2073.531
5.7083	2054.099
5.7222	2102.254
5.7361	2065.536
5.75	2038.498
5.7639	1977.251
5.7778	1953.121
5.7917	2004.77
5.8056	1953.104
5.8194	1943.469
5.8333	1935.01
5.8472	1925.148
5.8611	1895.068
5.875	1950.149
5.8889	1967.748
5.9028	1915.212
5.9167	1907.021
5.9306	1897.693
5.9444	1874.639
5.9583	1836.233
5.9722	1816.854
5.9861	1856.025
6	1840.816
6.0139	1766.47
6.0278	1736.668
6.0417	1716.679
6.0556	1751.614
6.0694	1772.289
6.0833	1716.862
6.0972	1617.554
6.1111	1578.939
6.125	1631.092
6.1389	1681.089
6.1528	1634.766
6.1667	1554.886
6.1806	1557.103
6.1944	1525.921
6.2083	1518.584
6.2222	1545.806
6.2361	1545.815
6.25	1519.047
6.2639	1557.011
6.2778	1447.887
6.2917	1504.006
6.3056	1352.558
6.3194	1441.996
6.3333	1463.539
6.3472	1406.453
6.3611	1357.05
6.375	1330.034
6.3889	1372.154
6.4028	1349.192
6.4167	1285.759
6.4306	1262.912
6.4444	1256.449
6.4583	1234.94
6.4722	1200.251
6.4861	1144.608
6.5	1177.219
6.5139	1138.485
6.5278	1157.784
6.5417	1140.083
6.5556	1126.771
6.5694	1105.021
6.5833	1118.427
6.5972	1096.438
6.6111	1102.789
6.625	1103.254
6.6389	1053.066
6.6528	1041.4
6.6667	1015.567
6.6806	998.923
6.6944	1051.436
6.7083	1086.351
6.7222	1012.378
6.7361	999.36
6.75	969.075
6.7639	1001.15
6.7778	972.302
6.7917	985.541
6.8056	947.526
6.8194	953.899
6.8333	944.192
6.8472	938.642
6.8611	972.087
6.875	986.908
6.8889	867.891
6.9028	837.622
6.9167	912.782
6.9306	924.244
6.9444	909.384
6.9583	884.948
6.9722	932.022
6.9861	867.283
7	877.509
7.0139	878.82
7.0278	847.183
7.0417	864.802
7.0556	914.117
7.0694	913.26
7.0833	932.544
7.0972	938.026
7.1111	958.917
7.125	958.762
7.1389	993.809
7.1528	1026.497
7.1667	1036.027
7.1806	1070.124
7.1944	1137.687
7.2083	1191
7.2222	1238.346
7.2361	1244.069
7.25	1253.615
7.2639	1325.926
7.2778	1364.553
7.2917	1362.125
7.3056	1356.327
7.3194	1412.408
7.3333	1472.846
7.3472	1496.293
7.3611	1516.286
7.375	1432.79
7.3889	1570.837
7.4028	1563.389
7.4167	1569.571
7.4306	1630.301
7.4444	1617.845
7.4583	1623.9
7.4722	1663.277
7.4861	1671.759
7.5	1615.118
7.5139	1742.132
7.5278	1789.476
7.5417	1751.369
7.5556	1748.768
7.5694	1720.434
7.5833	1749.009
7.5972	1740.217
7.6111	1843.59
7.625	1801.033
7.6389	1898.014
7.6528	1840.57
7.6667	1817.573
7.6806	1858.276
7.6944	1902.755
7.7083	1933.099
7.7222	1876.822
7.7361	1913.438
7.75	1941.879
7.7639	1888.42
7.7778	1888.21
7.7917	1909.209
7.8056	1925.43
7.8194	1943.646
7.8333	1950.667
7.8472	1892.002
7.8611	1931.363
7.875	2057.882
7.8889	2029.083
7.9028	2003.504
7.9167	2068.942
7.9306	2007.587
7.9444	1971.126
7.9583	2002.345
7.9722	2054.671
7.9861	2030.428
8	2067.052
8.0139	2071
8.0278	2061.681
8.0417	1999.553
8.0556	2068.932
8.0694	2070.073
8.0833	2083.247
8.0972	2126.473
8.1111	1992.677
8.125	2067.025
8.1389	2038.16
8.1528	2163.685
8.1667	2108.8
8.1806	1927.405
8.1944	2145.033
8.2083	2167.059
8.2222	2133.939
8.2361	2183.851
8.25	2166.052
8.2639	2141.625
8.2778	2114.991
8.2917	2118.96
8.3056	2195.393
8.3194	2153.289
8.3333	2134.486
8.3472	2135.499
8.3611	2152.471
8.375	2210.261
8.3889	2248.63
8.4028	2219.612
8.4167	2190.74
8.4306	2188.21
8.4444	2249.587
8.4583	2180.658
8.4722	2135.98
8.4861	2144.479
8.5	2129.083
8.5139	2198.735
8.5278	2235.085
8.5417	2216.85
8.5556	2207.317
8.5694	2171.755
8.5833	2096.427
8.5972	2211.47
8.6111	2263.26
8.625	2180.559
8.6389	2238.107
8.6528	2154.876
8.6667	2200.837
8.6806	2168.137
8.6944	2190.986
8.7083	2193.969
8.7222	2198.084
8.7361	2238.515
8.75	2240.302
8.7639	2272.333
8.7778	2131.549
8.7917	2194.83
8.8056	2171.903
8.8194	2201.942
8.8333	2286.242
8.8472	2284.299
8.8611	2208.092
8.875	2277.13
8.8889	2175.215
8.9028	2164.735
8.9167	2264.686
8.9306	2330.238
8.9444	2299.049
8.9583	2293.44
8.9722	2295.426
8.9861	2283.594
9	2292.76
9.0139	2225.903
9.0278	2243.623
9.0417	2259.771
9.0556	2198.138
9.0694	2220.378
9.0833	2277.001
9.0972	2304.733
9.1111	2317.589
9.125	2314.797
9.1389	2282.875
9.1528	2275.891
9.1667	2289.588
